timestamp,open,high,low,close,volume,RSI,FVG,VolumeDelta,Bias,PriceChange,FVGWidth,IsBreakout,OrderBookPressure,Label
2024-08-03 20:45:00,0.99933,0.99934,0.99932,0.99933,1808721.02,0.7515,0.1112,0.7969,0.4748,0.6385,0.2757,0,0.7255,1
2024-08-03 20:50:00,0.99933,0.99942,0.99932,0.99941,2641255.01,0.8015,0.0351,0.0849,0.1743,0.948,0.813,0,0.0382,0
2024-08-03 20:55:00,0.99941,0.99943,0.99941,0.99943,802611.11,0.5162,0.6061,0.1656,0.3315,0.6492,0.1397,0,0.8633,0
2024-08-03 21:00:00,0.99943,0.99948,0.99942,0.99948,204668.74,0.8404,0.9187,0.6543,0.6998,0.0625,0.717,0,0.2432,1
2024-08-03 21:05:00,0.99947,0.99948,0.99943,0.99943,994029.16,0.5925,0.7855,0.8731,0.9955,0.095,0.3241,1,0.6788,0
2024-08-03 21:10:00,0.99944,0.99944,0.99933,0.9994,1421584.88,0.1943,0.7883,0.7496,0.4783,0.4758,0.0378,0,0.4916,1
2024-08-03 21:15:00,0.99939,0.9994,0.99939,0.99939,116822.34,0.1695,0.2254,0.7642,0.1317,0.7444,0.0622,1,0.4719,0
2024-08-03 21:20:00,0.9994,0.9994,0.99937,0.99938,1100602.85,0.0015,0.2435,0.4859,0.0519,0.6631,0.7878,1,0.5127,1
2024-08-03 21:25:00,0.99937,0.99938,0.99937,0.99938,191542.62,0.0466,0.6716,0.2048,0.5987,0.5613,0.2565,0,0.8321,1
2024-08-03 21:30:00,0.99938,0.99938,0.99937,0.99938,123639.3,0.6205,0.0918,0.1578,0.6814,0.4806,0.4704,1,0.8205,1
2024-08-03 21:35:00,0.99938,0.99938,0.99937,0.99938,514059.57,0.7237,0.2693,0.68,0.9055,0.4293,0.6363,1,0.7718,0
2024-08-03 21:40:00,0.99937,0.99938,0.99937,0.99937,187117.03,0.4112,0.7076,0.2225,0.7119,0.2916,0.5662,1,0.7875,0
2024-08-03 21:45:00,0.99938,0.99938,0.99936,0.99937,757788.44,0.6036,0.5479,0.4269,0.2414,0.4805,0.644,0,0.105,1
2024-08-03 21:50:00,0.99937,0.99937,0.99936,0.99937,353772.69,0.031,0.0717,0.8639,0.5916,0.3209,0.5702,1,0.5353,1
2024-08-03 21:55:00,0.99937,0.99937,0.99936,0.99937,1615881.85,0.6485,0.3335,0.3418,0.5945,0.9814,0.4591,0,0.0197,0
2024-08-03 22:00:00,0.99937,0.99939,0.99936,0.99938,948890.22,0.7145,0.6889,0.3395,0.7941,0.1794,0.4972,0,0.3853,1
2024-08-03 22:05:00,0.99939,0.9994,0.99938,0.9994,101620.63,0.2501,0.9145,0.3884,0.6921,0.0873,0.5592,1,0.5073,0
2024-08-03 22:10:00,0.99939,0.99941,0.99939,0.9994,388281.48,0.8734,0.626,0.2397,0.0059,0.9174,0.4039,1,0.6617,0
2024-08-03 22:15:00,0.9994,0.99941,0.9994,0.99941,92955.7,0.3298,0.8053,0.1918,0.8945,0.1481,0.6544,1,0.3429,0
2024-08-03 22:20:00,0.99941,0.99942,0.9994,0.99942,175023.33,0.4886,0.8938,0.0332,0.0265,0.2001,0.3707,0,0.157,1
2024-08-03 22:25:00,0.99942,0.99943,0.99941,0.99943,492432.88,0.1787,0.502,0.425,0.0199,0.0634,0.9357,0,0.5333,0
2024-08-03 22:30:00,0.99943,0.99943,0.99942,0.99943,74936.19,0.2363,0.0429,0.9553,0.2145,0.4522,0.9914,0,0.2001,1
2024-08-03 22:35:00,0.99942,0.99943,0.99942,0.99943,85069.77,0.3809,0.8637,0.8777,0.7347,0.7673,0.6936,1,0.4758,1
2024-08-03 22:40:00,0.99943,0.99943,0.99942,0.99943,98051.72,0.8779,0.1346,0.1242,0.3721,0.0991,0.6625,0,0.3719,1
2024-08-03 22:45:00,0.99943,0.99943,0.99942,0.99943,73215.01,0.5128,0.8289,0.0612,0.4755,0.8792,0.0484,0,0.8579,0
2024-08-03 22:50:00,0.99943,0.99943,0.99942,0.99943,99208.16,0.1043,0.2421,0.9644,0.1038,0.8559,0.148,1,0.4725,1
2024-08-03 22:55:00,0.99943,0.99943,0.99942,0.99943,67955.94,0.7273,0.6092,0.3243,0.9151,0.5106,0.9679,0,0.8789,1
2024-08-03 23:00:00,0.99943,0.99944,0.99942,0.99944,89379.71,0.7798,0.4125,0.743,0.6979,0.4465,0.8752,1,0.5358,1
2024-08-03 23:05:00,0.99944,0.99945,0.99943,0.99944,220988.26,0.997,0.9108,0.2566,0.1937,0.5388,0.4378,0,0.1267,0
2024-08-03 23:10:00,0.99944,0.99945,0.99944,0.99945,305383.18,0.0822,0.6071,0.45,0.1174,0.8182,0.8734,1,0.6887,0
2024-08-03 23:15:00,0.99945,0.99945,0.99944,0.99944,147830.44,0.5996,0.873,0.7433,0.0258,0.3401,0.1898,0,0.6985,1
2024-08-03 23:20:00,0.99945,0.99945,0.99944,0.99945,214241.96,0.8083,0.8105,0.184,0.629,0.796,0.7901,0,0.7944,1
2024-08-03 23:25:00,0.99944,0.99945,0.99943,0.99944,854759.98,0.2861,0.5252,0.1835,0.4025,0.913,0.0592,0,0.9663,1
2024-08-03 23:30:00,0.99944,0.99944,0.99943,0.99943,101076.5,0.0134,0.1524,0.8229,0.4548,0.1882,0.0804,1,0.0059,1
2024-08-03 23:35:00,0.99943,0.99944,0.99943,0.99943,54597.82,0.0557,0.9362,0.1694,0.2737,0.1382,0.9776,0,0.8073,0
2024-08-03 23:40:00,0.99944,0.99944,0.99943,0.99943,51414.69,0.1284,0.6045,0.1448,0.3943,0.8395,0.1212,1,0.0025,1
2024-08-03 23:45:00,0.99944,0.99944,0.99939,0.9994,1001519.95,0.9073,0.2302,0.4362,0.1924,0.2452,0.3538,1,0.071,1
2024-08-03 23:50:00,0.9994,0.9994,0.99939,0.9994,201160.64,0.0892,0.395,0.519,0.1599,0.8629,0.7017,1,0.2421,0
2024-08-03 23:55:00,0.9994,0.9994,0.99939,0.99939,255246.87,0.8289,0.5546,0.3173,0.9078,0.7503,0.5969,0,0.009,0
2024-08-04 00:00:00,0.99939,0.9994,0.99939,0.9994,352397.31,0.2873,0.6153,0.8783,0.8019,0.6118,0.6975,1,0.4387,1
2024-08-04 00:05:00,0.9994,0.9994,0.99939,0.99939,195347.74,0.6716,0.4224,0.4516,0.5526,0.5109,0.8771,1,0.7708,1
2024-08-04 00:10:00,0.99939,0.99945,0.99939,0.99945,1427595.07,0.9412,0.1763,0.8375,0.2541,0.6065,0.7215,0,0.7946,0
2024-08-04 00:15:00,0.99944,0.99945,0.99944,0.99944,93875.15,0.5038,0.6878,0.8494,0.4558,0.8497,0.1721,0,0.0999,0
2024-08-04 00:20:00,0.99945,0.99945,0.99944,0.99945,95060.18,0.4923,0.8914,0.3702,0.888,0.8789,0.2664,1,0.6059,0
2024-08-04 00:25:00,0.99944,0.99945,0.99944,0.99945,62149.4,0.4673,0.4717,0.3298,0.3692,0.0386,0.0765,0,0.0453,0
2024-08-04 00:30:00,0.99945,0.99945,0.99944,0.99945,73539.16,0.2367,0.2877,0.2833,0.361,0.2939,0.3913,0,0.013,1
2024-08-04 00:35:00,0.99944,0.99945,0.99944,0.99945,51359.76,0.3346,0.2319,0.8433,0.9523,0.8017,0.5958,0,0.4972,0
2024-08-04 00:40:00,0.99945,0.99945,0.99937,0.99941,2725957.08,0.8062,0.0616,0.885,0.6466,0.672,0.1038,1,0.3207,0
2024-08-04 00:45:00,0.9994,0.99941,0.9994,0.99941,106600.84,0.4928,0.7649,0.3864,0.5127,0.8633,0.1754,0,0.7965,1
2024-08-04 00:50:00,0.99941,0.99941,0.9994,0.99941,94681.87,0.286,0.8494,0.5057,0.8418,0.9185,0.6171,0,0.2427,1
2024-08-04 00:55:00,0.99941,0.99941,0.9994,0.9994,50985.41,0.2439,0.3661,0.5462,0.4935,0.045,0.4181,0,0.171,1
2024-08-04 01:00:00,0.9994,0.99941,0.9994,0.99941,50931.81,0.5852,0.0523,0.144,0.4801,0.5336,0.0933,1,0.1237,0
2024-08-04 01:05:00,0.9994,0.99941,0.9994,0.99941,140192.6,0.6245,0.5386,0.6476,0.0726,0.5849,0.6039,0,0.1754,1
2024-08-04 01:10:00,0.99941,0.99941,0.9994,0.99941,94886.69,0.9367,0.6433,0.2511,0.0021,0.3199,0.078,1,0.2981,1
2024-08-04 01:15:00,0.9994,0.99941,0.9994,0.99941,77396.0,0.6808,0.3453,0.9794,0.8123,0.1944,0.9626,1,0.6833,0
2024-08-04 01:20:00,0.9994,0.99941,0.9994,0.9994,95034.55,0.3331,0.3679,0.7212,0.614,0.9793,0.7437,1,0.4258,0
2024-08-04 01:25:00,0.99941,0.99941,0.9994,0.99941,57371.54,0.9191,0.2562,0.801,0.7852,0.6191,0.565,1,0.75,0
2024-08-04 01:30:00,0.99941,0.99941,0.99936,0.99941,932500.8,0.3325,0.6904,0.2221,0.8807,0.9451,0.0121,1,0.1347,1
2024-08-04 01:35:00,0.99941,0.99941,0.9994,0.99941,171874.62,0.3604,0.2253,0.7687,0.8186,0.9665,0.5774,1,0.3093,0
2024-08-04 01:40:00,0.99941,0.99941,0.9994,0.99941,162038.51,0.8275,0.0324,0.0871,0.4587,0.7027,0.5766,1,0.2085,0
2024-08-04 01:45:00,0.99941,0.99941,0.9994,0.99941,160610.56,0.6416,0.8801,0.3172,0.6622,0.0766,0.6551,1,0.2249,1
2024-08-04 01:50:00,0.9994,0.99942,0.9994,0.99942,94779.26,0.0591,0.014,0.8471,0.4873,0.0243,0.1663,1,0.6173,0
2024-08-04 01:55:00,0.99942,0.99942,0.99941,0.99941,100024.98,0.983,0.0393,0.7547,0.8272,0.5824,0.3152,0,0.7321,0
2024-08-04 02:00:00,0.99942,0.99942,0.99941,0.99941,243907.22,0.1658,0.8268,0.1544,0.9741,0.0753,0.548,1,0.2824,1
2024-08-04 02:05:00,0.99942,0.99944,0.99941,0.99943,691171.8,0.2553,0.8469,0.5731,0.0414,0.967,0.8158,0,0.6246,0
2024-08-04 02:10:00,0.99943,0.99944,0.99943,0.99943,198084.12,0.6099,0.6479,0.0572,0.8943,0.1553,0.5776,0,0.3931,0
2024-08-04 02:15:00,0.99943,0.99944,0.99936,0.99936,906440.0,0.3121,0.7027,0.2203,0.8559,0.4079,0.6184,0,0.5101,1
2024-08-04 02:20:00,0.99936,0.99937,0.99936,0.99936,169039.27,0.2141,0.5802,0.1917,0.9507,0.2808,0.442,1,0.1462,0
2024-08-04 02:25:00,0.99936,0.99937,0.99936,0.99937,94271.41,0.5189,0.0956,0.5617,0.534,0.4359,0.871,0,0.9811,1
2024-08-04 02:30:00,0.99936,0.99937,0.99935,0.99936,262513.46,0.634,0.2749,0.3988,0.2127,0.4516,0.9891,1,0.7934,0
2024-08-04 02:35:00,0.99936,0.99937,0.99934,0.99937,2656121.88,0.4691,0.7812,0.1,0.631,0.3785,0.9681,0,0.605,1
2024-08-04 02:40:00,0.99936,0.9994,0.99936,0.9994,952184.29,0.3256,0.3227,0.0085,0.9132,0.1522,0.6494,1,0.0321,0
2024-08-04 02:45:00,0.9994,0.9994,0.99939,0.9994,113065.73,0.9726,0.8633,0.5348,0.1679,0.8083,0.2395,0,0.7373,0
2024-08-04 02:50:00,0.9994,0.9994,0.99939,0.99939,43211.16,0.6485,0.2984,0.0256,0.7857,0.7424,0.6075,1,0.7556,1
2024-08-04 02:55:00,0.9994,0.9994,0.99939,0.9994,63169.78,0.7971,0.1228,0.4409,0.2652,0.7584,0.1266,1,0.0008,1
2024-08-04 03:00:00,0.9994,0.9994,0.99939,0.9994,305627.7,0.7826,0.6488,0.8324,0.2107,0.8016,0.2756,1,0.8603,1
2024-08-04 03:05:00,0.99939,0.9994,0.99939,0.99939,501416.72,0.7873,0.3073,0.1378,0.8462,0.268,0.1208,1,0.26,1
2024-08-04 03:10:00,0.99939,0.9994,0.99939,0.99939,578213.45,0.7099,0.4638,0.224,0.3493,0.804,0.9972,1,0.2039,0
2024-08-04 03:15:00,0.9994,0.9994,0.99937,0.99938,790186.75,0.7793,0.0274,0.7226,0.5959,0.9627,0.8258,0,0.3197,1
2024-08-04 03:20:00,0.99938,0.99939,0.99938,0.99939,397362.75,0.2848,0.5421,0.1791,0.4464,0.2216,0.2572,0,0.8858,1
2024-08-04 03:25:00,0.99939,0.99939,0.99938,0.99938,233278.83,0.7347,0.4837,0.105,0.2315,0.3169,0.2214,1,0.9561,1
2024-08-04 03:30:00,0.99939,0.99939,0.99938,0.99938,641826.0,0.6524,0.5611,0.3275,0.1196,0.7516,0.1734,0,0.1765,1
2024-08-04 03:35:00,0.99938,0.99939,0.99937,0.99938,839223.3,0.4584,0.8821,0.7982,0.3114,0.5993,0.8775,1,0.818,0
2024-08-04 03:40:00,0.99938,0.99939,0.99937,0.99938,605166.77,0.8483,0.9966,0.135,0.5466,0.069,0.4276,0,0.4356,0
2024-08-04 03:45:00,0.99938,0.99939,0.99938,0.99938,480569.81,0.7692,0.408,0.3735,0.1982,0.3868,0.4711,0,0.4478,0
2024-08-04 03:50:00,0.99938,0.99939,0.99937,0.99938,1020330.81,0.9485,0.378,0.5651,0.9899,0.7327,0.4558,1,0.2188,1
2024-08-04 03:55:00,0.99939,0.99939,0.99938,0.99939,183191.48,0.9882,0.1243,0.9614,0.7614,0.0482,0.7347,1,0.9043,0
2024-08-04 04:00:00,0.99939,0.9994,0.99938,0.9994,1256240.21,0.617,0.659,0.8879,0.1438,0.7386,0.8503,0,0.9441,1
2024-08-04 04:05:00,0.99939,0.9994,0.99939,0.99939,239644.69,0.3985,0.6782,0.7407,0.6411,0.033,0.9213,1,0.8898,0
2024-08-04 04:10:00,0.99939,0.9994,0.99939,0.9994,142490.81,0.1474,0.7008,0.9711,0.1132,0.928,0.4786,1,0.942,1
2024-08-04 04:15:00,0.9994,0.9994,0.99939,0.99939,104634.08,0.0151,0.2429,0.3263,0.6888,0.7902,0.9252,1,0.5969,0
2024-08-04 04:20:00,0.99939,0.9994,0.99939,0.99939,459582.27,0.0604,0.2835,0.8023,0.7104,0.0425,0.2188,0,0.493,1
2024-08-04 04:25:00,0.99939,0.9994,0.99939,0.99939,245096.3,0.6404,0.4524,0.3517,0.7567,0.5072,0.3276,1,0.341,0
2024-08-04 04:30:00,0.99939,0.9994,0.99939,0.99939,512943.18,0.3683,0.5708,0.4321,0.0354,0.9901,0.7593,0,0.4483,1
2024-08-04 04:35:00,0.9994,0.9994,0.99939,0.9994,648402.17,0.9067,0.3311,0.0504,0.4363,0.4384,0.7472,0,0.3757,1
2024-08-04 04:40:00,0.9994,0.9994,0.99938,0.99938,450381.48,0.859,0.6212,0.298,0.4182,0.0178,0.1405,0,0.2371,1
2024-08-04 04:45:00,0.99939,0.99939,0.99938,0.99938,385183.93,0.246,0.8023,0.115,0.8743,0.3542,0.1664,0,0.54,0
2024-08-04 04:50:00,0.99938,0.99939,0.99938,0.99939,492270.43,0.0639,0.9728,0.5565,0.705,0.3553,0.1197,1,0.2483,0
2024-08-04 04:55:00,0.99938,0.99939,0.99938,0.99938,170452.62,0.1222,0.0689,0.5851,0.0461,0.4114,0.8585,1,0.8091,1
2024-08-04 05:00:00,0.99938,0.9994,0.99938,0.9994,510108.71,0.6332,0.5979,0.0012,0.497,0.3489,0.1525,0,0.6526,0
2024-08-04 05:05:00,0.9994,0.9994,0.99939,0.9994,362083.51,0.5673,0.3646,0.2988,0.2027,0.9057,0.1612,0,0.6061,0
2024-08-04 05:10:00,0.99939,0.9994,0.99939,0.99939,278962.77,0.1883,0.5101,0.3053,0.5655,0.7771,0.8262,1,0.8595,0
2024-08-04 05:15:00,0.9994,0.9994,0.99938,0.99938,533766.9,0.8735,0.9568,0.7265,0.0357,0.9856,0.2957,0,0.8588,0
2024-08-04 05:20:00,0.99939,0.99939,0.99938,0.99939,165630.33,0.6755,0.8344,0.2297,0.5133,0.5525,0.5871,1,0.3834,1
2024-08-04 05:25:00,0.99939,0.99939,0.99938,0.99939,127169.72,0.8581,0.1732,0.8963,0.2376,0.0882,0.4703,1,0.9605,0
2024-08-04 05:30:00,0.99939,0.99939,0.99938,0.99939,154351.25,0.6241,0.1481,0.4436,0.9245,0.5623,0.5633,1,0.712,1
2024-08-04 05:35:00,0.99939,0.99939,0.99936,0.99937,584939.77,0.6312,0.7231,0.5924,0.3694,0.2239,0.1806,1,0.5269,1
2024-08-04 05:40:00,0.99936,0.99937,0.99936,0.99936,208584.88,0.5523,0.488,0.9967,0.6981,0.8873,0.9173,1,0.5861,0
2024-08-04 05:45:00,0.99936,0.99937,0.99936,0.99937,2079438.2,0.8029,0.455,0.3599,0.8817,0.9296,0.5898,0,0.2403,1
2024-08-04 05:50:00,0.99936,0.99939,0.99936,0.99938,1740682.06,0.7317,0.7021,0.2847,0.9545,0.6467,0.543,0,0.3228,1
2024-08-04 05:55:00,0.99938,0.99939,0.99938,0.99939,238600.62,0.1829,0.7831,0.9426,0.3674,0.2445,0.0532,1,0.0456,1
2024-08-04 06:00:00,0.99938,0.99939,0.99938,0.99939,346788.48,0.153,0.0066,0.803,0.7267,0.1468,0.9456,0,0.8385,0
2024-08-04 06:05:00,0.99938,0.99939,0.99938,0.99938,215029.11,0.0369,0.6237,0.2736,0.7486,0.0727,0.8855,0,0.942,1
2024-08-04 06:10:00,0.99938,0.99939,0.99938,0.99938,70705.3,0.1343,0.3894,0.3758,0.5908,0.6146,0.3399,0,0.8325,1
2024-08-04 06:15:00,0.99938,0.99939,0.99938,0.99939,26108.73,0.037,0.941,0.3921,0.8859,0.4108,0.3443,0,0.8239,1
2024-08-04 06:20:00,0.99939,0.99939,0.99938,0.99939,27068.66,0.2142,0.3797,0.4923,0.8029,0.8139,0.0123,1,0.2001,1
2024-08-04 06:25:00,0.99939,0.99939,0.99938,0.99938,26689.15,0.5304,0.9567,0.1927,0.9083,0.982,0.1063,0,0.8858,1
2024-08-04 06:30:00,0.99938,0.99939,0.99938,0.99939,97515.71,0.319,0.5202,0.2751,0.5967,0.159,0.1059,1,0.4162,0
2024-08-04 06:35:00,0.99939,0.99939,0.99938,0.99939,104577.79,0.4487,0.0256,0.6962,0.4743,0.8181,0.2677,1,0.5031,1
2024-08-04 06:40:00,0.99939,0.99939,0.99938,0.99939,21776.37,0.0798,0.891,0.4519,0.5787,0.2177,0.6745,1,0.88,1
2024-08-04 06:45:00,0.99938,0.99939,0.99937,0.99938,641066.75,0.6611,0.0152,0.8582,0.5644,0.5868,0.7296,0,0.6008,0
2024-08-04 06:50:00,0.99938,0.99939,0.99938,0.99939,34869.71,0.011,0.6767,0.2076,0.3371,0.1808,0.9444,1,0.8258,1
2024-08-04 06:55:00,0.99938,0.99939,0.99938,0.99938,34102.67,0.0323,0.3864,0.9247,0.4035,0.4362,0.3018,1,0.729,1
2024-08-04 07:00:00,0.99938,0.99939,0.99938,0.99939,19600.13,0.1475,0.528,0.389,0.4094,0.9995,0.8276,0,0.9002,1
2024-08-04 07:05:00,0.99938,0.99939,0.99938,0.99939,35483.93,0.705,0.2663,0.554,0.3584,0.3786,0.7356,1,0.2745,1
2024-08-04 07:10:00,0.99939,0.99939,0.99938,0.99938,17499.62,0.3775,0.1,0.7433,0.8955,0.8781,0.2445,1,0.986,0
2024-08-04 07:15:00,0.99938,0.99939,0.99938,0.99938,20379.9,0.4695,0.1195,0.9508,0.3546,0.5344,0.8125,1,0.6078,0
2024-08-04 07:20:00,0.99939,0.99939,0.99938,0.99938,31891.9,0.8759,0.023,0.8367,0.0027,0.1279,0.1395,0,0.8304,0
2024-08-04 07:25:00,0.99938,0.99939,0.99938,0.99939,153082.06,0.468,0.738,0.5933,0.52,0.0735,0.0483,0,0.3315,1
2024-08-04 07:30:00,0.99939,0.99941,0.99938,0.99941,657644.02,0.6906,0.0318,0.5453,0.0206,0.7917,0.4404,0,0.2773,0
2024-08-04 07:35:00,0.99941,0.99944,0.9994,0.99944,505599.33,0.7894,0.6905,0.897,0.1368,0.6464,0.8051,0,0.8936,0
2024-08-04 07:40:00,0.99944,0.99944,0.99943,0.99944,46559.55,0.8579,0.5305,0.8117,0.1667,0.5076,0.5814,1,0.7273,1
2024-08-04 07:45:00,0.99944,0.99944,0.9994,0.9994,873626.91,0.1125,0.5159,0.8032,0.2699,0.0614,0.3685,1,0.5673,1
2024-08-04 07:50:00,0.9994,0.99941,0.9994,0.9994,203594.0,0.9196,0.2975,0.8719,0.8473,0.3612,0.0979,1,0.1493,0
2024-08-04 07:55:00,0.9994,0.99941,0.99935,0.99937,632464.57,0.8548,0.8641,0.327,0.2001,0.9634,0.3161,1,0.5608,0
2024-08-04 08:00:00,0.99937,0.99937,0.99935,0.99935,486154.71,0.772,0.8133,0.8446,0.9311,0.9397,0.0238,1,0.0475,1
2024-08-04 08:05:00,0.99936,0.99939,0.99936,0.99938,948995.61,0.5857,0.2152,0.8396,0.687,0.0809,0.3933,0,0.447,0
2024-08-04 08:10:00,0.99939,0.9994,0.99938,0.99939,578643.0,0.6533,0.1191,0.4676,0.7614,0.6898,0.0937,0,0.2938,0
2024-08-04 08:15:00,0.99939,0.9994,0.99939,0.99939,67292.93,0.4654,0.1011,0.5808,0.7139,0.571,0.801,1,0.4318,0
2024-08-04 08:20:00,0.99939,0.9994,0.99939,0.9994,672918.49,0.6688,0.7484,0.7519,0.7524,0.9252,0.1177,1,0.2643,1
2024-08-04 08:25:00,0.9994,0.9994,0.99939,0.99939,43714.66,0.7824,0.6845,0.5628,0.1874,0.9547,0.2706,0,0.5661,1
2024-08-04 08:30:00,0.9994,0.9994,0.99939,0.9994,164851.67,0.4267,0.5265,0.9994,0.3322,0.4887,0.625,0,0.7804,0
2024-08-04 08:35:00,0.99939,0.9994,0.99936,0.99937,923874.97,0.7757,0.5461,0.5981,0.719,0.7074,0.0107,1,0.3525,0
2024-08-04 08:40:00,0.99937,0.99937,0.99936,0.99937,215704.74,0.1455,0.5208,0.3583,0.2074,0.0841,0.9638,0,0.4317,0
2024-08-04 08:45:00,0.99937,0.99939,0.99936,0.99939,2379009.08,0.5608,0.8201,0.2971,0.7967,0.3817,0.9195,0,0.3359,0
2024-08-04 08:50:00,0.99939,0.99942,0.99938,0.99942,550789.26,0.0316,0.0337,0.2368,0.5378,0.0113,0.8146,0,0.1324,0
2024-08-04 08:55:00,0.99941,0.99942,0.99941,0.99942,339737.27,0.1519,0.7073,0.4137,0.0106,0.2381,0.1478,0,0.2198,1
2024-08-04 09:00:00,0.99941,0.99942,0.99941,0.99942,321461.2,0.9847,0.2497,0.9736,0.5736,0.6739,0.192,1,0.2076,0
2024-08-04 09:05:00,0.99942,0.99942,0.99941,0.99941,247659.05,0.2504,0.5259,0.8676,0.0302,0.8746,0.9399,1,0.6941,1
2024-08-04 09:10:00,0.99941,0.99942,0.99941,0.99941,180875.13,0.6605,0.2806,0.0841,0.9268,0.5476,0.232,0,0.7231,0
2024-08-04 09:15:00,0.99941,0.99942,0.99941,0.99942,99723.85,0.1326,0.8629,0.0484,0.6431,0.0667,0.2498,1,0.7868,1
2024-08-04 09:20:00,0.99942,0.99942,0.99941,0.99941,679099.29,0.6878,0.4829,0.3798,0.9775,0.5908,0.7333,1,0.4025,1
2024-08-04 09:25:00,0.99942,0.99943,0.99941,0.99943,306415.35,0.9131,0.9319,0.4857,0.9896,0.9108,0.93,0,0.9889,0
2024-08-04 09:30:00,0.99943,0.99944,0.99942,0.99944,410466.42,0.0003,0.7816,0.5346,0.3679,0.2241,0.2357,0,0.1913,0
2024-08-04 09:35:00,0.99944,0.99944,0.99943,0.99944,182686.17,0.0947,0.2127,0.6853,0.8568,0.0696,0.5101,0,0.2962,1
2024-08-04 09:40:00,0.99944,0.99944,0.99943,0.99944,217741.33,0.8961,0.7072,0.557,0.6648,0.6648,0.6381,1,0.7146,1
2024-08-04 09:45:00,0.99944,0.99944,0.99943,0.99944,45934.29,0.1634,0.6823,0.3569,0.2798,0.3387,0.1325,0,0.9474,0
2024-08-04 09:50:00,0.99943,0.99944,0.99943,0.99944,249027.69,0.7615,0.998,0.1914,0.5227,0.0964,0.6613,0,0.4304,1
2024-08-04 09:55:00,0.99944,0.99944,0.99943,0.99943,229227.32,0.335,0.3294,0.6041,0.6798,0.7693,0.0506,0,0.3608,1
2024-08-04 10:00:00,0.99944,0.99945,0.99943,0.99944,246060.79,0.4336,0.8577,0.5503,0.9172,0.451,0.6018,1,0.629,0
2024-08-04 10:05:00,0.99945,0.99948,0.99944,0.99948,398052.07,0.1197,0.9081,0.9933,0.0906,0.254,0.0813,0,0.084,0
2024-08-04 10:10:00,0.99948,0.99948,0.99947,0.99948,325361.84,0.7224,0.7464,0.585,0.4049,0.0471,0.0793,1,0.4565,1
2024-08-04 10:15:00,0.99948,0.9995,0.99948,0.9995,641877.36,0.5283,0.7574,0.9651,0.7195,0.3741,0.508,0,0.1782,1
2024-08-04 10:20:00,0.9995,0.9995,0.99949,0.99949,324761.14,0.1158,0.0979,0.9724,0.8957,0.6773,0.5836,1,0.5914,0
